Type,Price,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Initial Amount,Monthly Installment,Remaining Installments,Area Name
Flat,PKR1.7 Crore,"Tariq Road, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,2 days ago,,,,Tariq Road
Upper Portion,PKR3.15 Crore,"Tariq Road, Karachi, Sindh",4,167 Sq. Yd.,For Sale,3,3 days ago,,,,Tariq Road
Flat,PKR4.15 Crore,"Tariq Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,5 days ago,,,,Tariq Road
Flat,PKR4.05 Crore,"Tariq Road, Karachi, Sindh",4,194 Sq. Yd.,For Sale,3,1 week ago,,,,Tariq Road
Lower Portion,PKR3.25 Crore,"Tariq Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 weeks ago,,,,Tariq Road
Upper Portion,PKR3.5 Crore,"Tariq Road, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,3 weeks ago,,,,Tariq Road
Flat,PKR3.5 Crore,"Tariq Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 weeks ago,,,,Tariq Road
Flat,PKR2 Crore,"Tariq Road, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,1 month ago,,,,Tariq Road
Lower Portion,PKR4.5 Crore,"Tariq Road, Karachi, Sindh",4,233 Sq. Yd.,For Sale,4,2 months ago,,,,Tariq Road
Flat,PKR1.5 Crore,"Tariq Road, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,6 hours ago,,,,Tariq Road
Flat,PKR3.3 Crore,"Frere Town, Karachi, Sindh",2,144 Sq. Yd.,For Sale,2,2 days ago,,,,Frere Town
Flat,PKR4.5 Crore,"Frere Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,,,,Frere Town
Flat,PKR4 Crore,"Frere Town, Karachi, Sindh",4,194 Sq. Yd.,For Sale,3,1 week ago,,,,Frere Town
Flat,PKR3.5 Crore,"Frere Town, Karachi, Sindh",3,179 Sq. Yd.,For Sale,3,2 weeks ago,,,,Frere Town
Flat,PKR2.5 Crore,"Frere Town, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,21 hours ago,,,,Frere Town
Flat,PKR3.8 Crore,"Frere Town, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,21 hours ago,,,,Frere Town
Flat,PKR4 Crore,"Frere Town, Karachi, Sindh",4,244 Sq. Yd.,For Sale,4,22 hours ago,,,,Frere Town
Flat,PKR4.25 Crore,"Frere Town, Karachi, Sindh",3,233 Sq. Yd.,For Sale,3,22 hours ago,,,,Frere Town
Flat,PKR3.7 Crore,"Frere Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,22 hours ago,,,,Frere Town
Flat,PKR7.25 Crore,"Frere Town, Karachi, Sindh",4,267 Sq. Yd.,For Sale,4,22 hours ago,,,,Frere Town
Flat,PKR4.5 Crore,"Frere Town, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,22 hours ago,,,,Frere Town
Flat,PKR4.8 Crore,"Frere Town, Karachi, Sindh",3,233 Sq. Yd.,For Sale,3,22 hours ago,,,,Frere Town
Flat,PKR3.7 Crore,"Frere Town, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,22 hours ago,,,,Frere Town
Flat,PKR4.25 Crore,"Frere Town, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,,,,Frere Town
Flat,PKR4.6 Crore,"Frere Town, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,4 days ago,,,,Frere Town
Flat,PKR4 Crore,"Frere Town, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,2 weeks ago,,,,Frere Town
Flat,PKR3.5 Crore,"Frere Town, Karachi, Sindh",2,200 Sq. Yd.,For Sale,3,3 weeks ago,,,,Frere Town
Flat,PKR2.2 Crore,"Frere Town, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,21 hours ago,,,,Frere Town
Flat,PKR4.25 Crore,"Frere Town, Karachi, Sindh",4,211 Sq. Yd.,For Sale,3,21 hours ago,,,,Frere Town
Flat,PKR3.85 Crore,"Frere Town, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 day ago,,,,Frere Town
Flat,PKR4.85 Crore,"Frere Town, Karachi, Sindh",4,222 Sq. Yd.,For Sale,3,1 day ago,,,,Frere Town
Flat,PKR2.8 Crore,"Frere Town, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,1 day ago,,,,Frere Town
Flat,PKR4.5 Crore,"Frere Town, Karachi, Sindh",3,222 Sq. Yd.,For Sale,3,3 days ago,,,,Frere Town
Flat,PKR4 Crore,"Frere Town, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,1 week ago,,,,Frere Town
Flat,PKR3.1 Crore,"Frere Town, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 week ago,,,,Frere Town
Flat,PKR1.6 Crore,"Jinnah Avenue, Karachi, Sindh",3,152 Sq. Yd.,For Sale,2,6 days ago,PKR16 Lakh,PKR1.35 Lakh,54 Months,Jinnah Avenue
Flat,PKR1.62 Crore,"Jinnah Avenue, Karachi, Sindh",3,167 Sq. Yd.,For Sale,3,5 days ago,,,,Jinnah Avenue
Flat,PKR1.6 Crore,"Jinnah Avenue, Karachi, Sindh",2,152 Sq. Yd.,For Sale,2,6 days ago,PKR16 Lakh,PKR1.5 Lakh,54 Months,Jinnah Avenue
Flat,PKR1.6 Crore,"Jinnah Avenue, Karachi, Sindh",2,152 Sq. Yd.,For Sale,2,2 weeks ago,PKR16 Lakh,PKR1.5 Lakh,54 Months,Jinnah Avenue
Flat,PKR1.43 Crore,"Jinnah Avenue, Karachi, Sindh",3,176 Sq. Yd.,For Sale,3,2 weeks ago,,,,Jinnah Avenue
Flat,PKR3.5 Crore,"Jinnah Avenue, Karachi, Sindh",4,489 Sq. Yd.,For Sale,4,5 days ago,,,,Jinnah Avenue
House,PKR1.75 Crore,"Jinnah Avenue, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,2 weeks ago,,,,Jinnah Avenue
Flat,PKR1.9 Crore,"Jinnah Avenue, Karachi, Sindh",3,206 Sq. Yd.,For Sale,3,2 weeks ago,PKR75 Lakh,PKR3.75 Lakh,24 Months,Jinnah Avenue
Flat,PKR2.65 Crore,"Jinnah Avenue, Karachi, Sindh",4,267 Sq. Yd.,For Sale,3,4 weeks ago,,,,Jinnah Avenue
Flat,PKR1.22 Crore,"Jinnah Avenue, Karachi, Sindh",3,172 Sq. Yd.,For Sale,3,2 weeks ago,,,,Jinnah Avenue
Flat,PKR85 Lakh,"Jinnah Avenue, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,2 days ago,,,,Jinnah Avenue
Flat,PKR2.4 Crore,"Jinnah Avenue, Karachi, Sindh",4,243 Sq. Yd.,For Sale,4,2 days ago,,,,Jinnah Avenue
Flat,PKR2.4 Crore,"Jinnah Avenue, Karachi, Sindh",4,243 Sq. Yd.,For Sale,4,2 days ago,,,,Jinnah Avenue
Flat,PKR2.4 Crore,"Jinnah Avenue, Karachi, Sindh",4,243 Sq. Yd.,For Sale,4,2 days ago,,,,Jinnah Avenue
Flat,PKR2.4 Crore,"Jinnah Avenue, Karachi, Sindh",4,243 Sq. Yd.,For Sale,4,2 days ago,,,,Jinnah Avenue
House,PKR2 Crore,"Guru Mandir Chorangi, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,5 hours ago,,,,Guru Mandir Chorangi
Flat,PKR1.35 Crore,"Guru Mandir Chorangi, Karachi, Sindh",3,156 Sq. Yd.,For Sale,3,1 day ago,,,,Guru Mandir Chorangi
Flat,PKR95 Lakh,"Guru Mandir Chorangi, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,1 day ago,,,,Guru Mandir Chorangi
Flat,PKR1.5 Crore,"Guru Mandir Chorangi, Karachi, Sindh",4,139 Sq. Yd.,For Sale,4,2 weeks ago,,,,Guru Mandir Chorangi
Flat,PKR2.65 Crore,"Guru Mandir Chorangi, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,4 weeks ago,,,,Guru Mandir Chorangi
Flat,PKR1.75 Crore,"Guru Mandir Chorangi, Karachi, Sindh",-,144 Sq. Yd.,For Sale,-,2 weeks ago,,,,Guru Mandir Chorangi
Flat,PKR1.1 Crore,"Saadi Road, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,1 day ago,,,,Saadi Road
Flat,PKR64 Lakh,"Saadi Road, Karachi, Sindh",2,89 Sq. Yd.,For Sale,2,2 weeks ago,PKR19.5 Lakh,PKR50 Thousand,24 Months,Saadi Road
Flat,PKR1.2 Crore,"Saadi Road, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,4 days ago,,,,Saadi Road
Flat,PKR1.15 Crore,"Saadi Road, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,1 day ago,,,,Saadi Road
Flat,PKR1.1 Crore,"Saadi Road, Karachi, Sindh",2,136 Sq. Yd.,For Sale,2,3 days ago,,,,Saadi Road
Flat,PKR1.15 Crore,"Saadi Road, Karachi, Sindh",3,139 Sq. Yd.,For Sale,2,1 week ago,,,,Saadi Road
Flat,PKR1.85 Crore,"Saadi Road, Karachi, Sindh",3,194 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saadi Road
Flat,PKR1.2 Crore,"Saadi Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,,,,Saadi Road
Flat,PKR80 Lakh,"Saadi Road, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 weeks ago,,,,Saadi Road
Flat,PKR84 Lakh,"Saadi Road, Karachi, Sindh",2,117 Sq. Yd.,For Sale,4,2 weeks ago,PKR25.5 Lakh,PKR60 Thousand,24 Months,Saadi Road
Flat,PKR1 Crore,"Saadi Road, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,2 weeks ago,PKR53 Lakh,PKR1.95 Lakh,24 Months,Saadi Road
Flat,PKR48 Lakh,"Saadi Road, Karachi, Sindh",2,72 Sq. Yd.,For Sale,2,4 days ago,,,,Saadi Road
Flat,PKR1.2 Crore,"Saadi Road, Karachi, Sindh",2,117 Sq. Yd.,For Sale,2,2 weeks ago,,,,Saadi Road
Flat,PKR84 Lakh,"Saadi Road, Karachi, Sindh",2,117 Sq. Yd.,For Sale,3,3 weeks ago,PKR35 Lakh,PKR75 Thousand,24 Months,Saadi Road
Flat,PKR1.15 Crore,"Saadi Road, Karachi, Sindh",3,122 Sq. Yd.,For Sale,2,5 hours ago,PKR30 Lakh,PKR1.5 Lakh,24 Months,Saadi Road
Flat,PKR3 Crore,"Saadi Road, Karachi, Sindh",5,400 Sq. Yd.,For Sale,4,5 hours ago,,,,Saadi Road
Flat,PKR1.9 Crore,"Saadi Road, Karachi, Sindh",3,217 Sq. Yd.,For Sale,3,2 days ago,,,,Saadi Road
Flat,PKR2.7 Crore,"Saadi Road, Karachi, Sindh",5,372 Sq. Yd.,For Sale,4,2 days ago,,,,Saadi Road
Flat,PKR1.12 Crore,"Saadi Road, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,2 days ago,,,,Saadi Road
Flat,PKR2.7 Crore,"Saadi Road, Karachi, Sindh",-,372 Sq. Yd.,For Sale,-,2 days ago,,,,Saadi Road
Flat,PKR85 Lakh,"Saadi Road, Karachi, Sindh",3,133 Sq. Yd.,For Sale,2,3 days ago,,,,Saadi Road
Flat,PKR2.7 Crore,"Saadi Road, Karachi, Sindh",6,400 Sq. Yd.,For Sale,4,3 days ago,,,,Saadi Road
Flat,PKR1.35 Crore,"Saadi Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 days ago,,,,Saadi Road
Flat,PKR80 Lakh,"Saadi Road, Karachi, Sindh",2,136 Sq. Yd.,For Sale,2,5 days ago,,,,Saadi Road
Flat,PKR1.85 Crore,"Saadi Road, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 week ago,,,,Saadi Road
Flat,PKR5.6 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR3.7 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR4.25 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 weeks ago,,,,Sea View Apartments
Flat,PKR4 Crore,"Sea View Apartments, Karachi, Sindh",4,256 Sq. Yd.,For Sale,3,1 day ago,,,,Sea View Apartments
Flat,PKR3.8 Crore,"Sea View Apartments, Karachi, Sindh",3,256 Sq. Yd.,For Sale,3,3 days ago,,,,Sea View Apartments
Flat,PKR3.7 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 weeks ago,,,,Sea View Apartments
Flat,PKR6.6 Crore,"Sea View Apartments, Karachi, Sindh",4,256 Sq. Yd.,For Sale,3,1 week ago,,,,Sea View Apartments
Flat,PKR4.25 Crore,"Sea View Apartments, Karachi, Sindh",3,267 Sq. Yd.,For Sale,3,1 day ago,,,,Sea View Apartments
Flat,PKR3.75 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR4.15 Crore,"Sea View Apartments, Karachi, Sindh",3,256 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR4 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR5.8 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR5.35 Crore,"Sea View Apartments, Karachi, Sindh",3,256 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR6.5 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR6.9 Crore,"Sea View Apartments, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR5.5 Crore,"Sea View Apartments, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR5.25 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR4.15 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,2 days ago,,,,Sea View Apartments
Flat,PKR3.45 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 days ago,,,,Sea View Apartments
Flat,PKR3.8 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 days ago,,,,Sea View Apartments
Flat,PKR3.99 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 days ago,,,,Sea View Apartments
Flat,PKR4.2 Crore,"Sea View Apartments, Karachi, Sindh",4,300 Sq. Yd.,For Sale,3,3 days ago,,,,Sea View Apartments
Flat,PKR5.75 Crore,"Sea View Apartments, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,4 days ago,,,,Sea View Apartments
Flat,PKR6.75 Crore,"Sea View Apartments, Karachi, Sindh",3,300 Sq. Yd.,For Sale,3,4 days ago,,,,Sea View Apartments
Flat,PKR7 Crore,"Sea View Apartments, Karachi, Sindh",3,500 Sq. Yd.,For Sale,3,1 week ago,,,,Sea View Apartments
House,PKR1.65 Crore,"Saima Luxury Homes, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,1 week ago,,,,Saima Luxury Homes
House,PKR3 Crore,"Saima Luxury Homes, Karachi, Sindh",4,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR3.75 Crore,"Saima Luxury Homes, Karachi, Sindh",5,240 Sq. Yd.,For Sale,5,1 day ago,,,,Saima Luxury Homes
House,PKR1.6 Crore,"Saima Luxury Homes, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.95 Crore,"Saima Luxury Homes, Karachi, Sindh",3,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.9 Crore,"Saima Luxury Homes, Karachi, Sindh",4,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR3.1 Crore,"Saima Luxury Homes, Karachi, Sindh",4,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.8 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.85 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.9 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.95 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR2 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.05 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.1 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.55 Crore,"Saima Luxury Homes, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.9 Crore,"Saima Luxury Homes, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR2 Crore,"Saima Luxury Homes, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.8 Crore,"Saima Luxury Homes, Karachi, Sindh",4,240 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.15 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR2.2 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,2 weeks ago,,,,Saima Luxury Homes
House,PKR1.8 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 month ago,,,,Saima Luxury Homes
House,PKR1.75 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 month ago,,,,Saima Luxury Homes
House,PKR1.7 Crore,"Saima Luxury Homes, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 month ago,,,,Saima Luxury Homes
House,PKR1.65 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 month ago,,,,Saima Luxury Homes
House,PKR1.7 Crore,"Saima Luxury Homes, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 month ago,,,,Saima Luxury Homes
House,PKR2.2 Crore,"KN Gohar Green City, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,4 days ago,,,,KN Gohar Green City
House,PKR95 Lakh,"KN Gohar Green City, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 days ago,,,,KN Gohar Green City
Flat,PKR42 Lakh,"KN Gohar Green City, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,1 week ago,,,,KN Gohar Green City
House,PKR95 Lakh,"KN Gohar Green City, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 weeks ago,,,,KN Gohar Green City
House,PKR2.3 Crore,"KN Gohar Green City, Karachi, Sindh",4,120 Sq. Yd.,For Sale,3,2 days ago,,,,KN Gohar Green City
House,PKR1.65 Crore,"KN Gohar Green City, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,3 weeks ago,,,,KN Gohar Green City
Flat,PKR39 Lakh,"KN Gohar Green City, Karachi, Sindh",1,44 Sq. Yd.,For Sale,1,12 hours ago,,,,KN Gohar Green City
Flat,PKR66 Lakh,"KN Gohar Green City, Karachi, Sindh",2,67 Sq. Yd.,For Sale,2,23 hours ago,,,,KN Gohar Green City
House,PKR3.2 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 days ago,,,,KN Gohar Green City
House,PKR1.55 Crore,"KN Gohar Green City, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,4 days ago,,,,KN Gohar Green City
House,PKR1.55 Crore,"KN Gohar Green City, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,4 days ago,,,,KN Gohar Green City
Flat,PKR40.5 Lakh,"KN Gohar Green City, Karachi, Sindh",1,44 Sq. Yd.,For Sale,1,4 days ago,,,,KN Gohar Green City
House,PKR2.2 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,KN Gohar Green City
House,PKR4.4 Crore,"KN Gohar Green City, Karachi, Sindh",5,380 Sq. Yd.,For Sale,7,1 week ago,,,,KN Gohar Green City
Flat,PKR42 Lakh,"KN Gohar Green City, Karachi, Sindh",1,44 Sq. Yd.,For Sale,1,1 week ago,,,,KN Gohar Green City
House,PKR1.55 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,KN Gohar Green City
House,PKR2.15 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,KN Gohar Green City
House,PKR1.92 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,KN Gohar Green City
House,PKR1.5 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,1 week ago,,,,KN Gohar Green City
Flat,PKR48 Lakh,"KN Gohar Green City, Karachi, Sindh",2,51 Sq. Yd.,For Sale,2,2 weeks ago,,,,KN Gohar Green City
House,PKR2 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,3 weeks ago,,,,KN Gohar Green City
House,PKR1.4 Crore,"KN Gohar Green City, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,3 weeks ago,,,,KN Gohar Green City
House,PKR66 Lakh,"KN Gohar Green City, Karachi, Sindh",2,67 Sq. Yd.,For Sale,2,4 weeks ago,,,,KN Gohar Green City
House,PKR92 Lakh,"KN Gohar Green City, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 weeks ago,,,,KN Gohar Green City
House,PKR40 Lakh,"KN Gohar Green City, Karachi, Sindh",1,44 Sq. Yd.,For Sale,1,1 month ago,,,,KN Gohar Green City
House,PKR90 Lakh,"Landhi, Karachi, Sindh",2,60 Sq. Yd.,For Sale,4,3 weeks ago,,,,Landhi
House,PKR1.7 Crore,"Landhi, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,3 weeks ago,,,,Landhi
House,PKR65 Lakh,"Landhi, Karachi, Sindh",3,64 Sq. Yd.,For Sale,4,3 weeks ago,,,,Landhi
House,PKR28 Lakh,"Landhi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,1,3 years ago,,,,Landhi
House,PKR1.5 Crore,"Landhi, Karachi, Sindh",4,240 Sq. Yd.,For Sale,5,3 years ago,,,,Landhi
House,PKR1 Crore,"Landhi, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,6 months ago,,,,Landhi
House,PKR1.05 Crore,"Landhi, Karachi, Sindh",3,80 Sq. Yd.,For Sale,5,2 years ago,,,,Landhi
House,PKR1 Crore,"Landhi, Karachi, Sindh",1,80 Sq. Yd.,For Sale,2,2 years ago,,,,Landhi
House,PKR1.2 Crore,"Landhi, Karachi, Sindh",2,120 Sq. Yd.,For Sale,3,2 years ago,,,,Landhi
House,PKR1.1 Crore,"Landhi, Karachi, Sindh",3,120 Sq. Yd.,For Sale,6,3 years ago,,,,Landhi
House,PKR27 Lakh,"Landhi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,2,5 months ago,,,,Landhi
House,PKR1.8 Crore,"Landhi, Karachi, Sindh",3,160 Sq. Yd.,For Sale,8,7 months ago,,,,Landhi
House,PKR1.15 Crore,"Landhi, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,11 months ago,,,,Landhi
House,PKR75 Lakh,"Landhi, Karachi, Sindh",7,60 Sq. Yd.,For Sale,3,1 year ago,,,,Landhi
House,PKR50 Lakh,"Landhi, Karachi, Sindh",2,60 Sq. Yd.,For Sale,4,2 years ago,,,,Landhi
House,PKR1.9 Crore,"Landhi, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,2 years ago,,,,Landhi
House,PKR28 Lakh,"Landhi, Karachi, Sindh",1,40 Sq. Yd.,For Sale,2,2 years ago,,,,Landhi
House,PKR60 Lakh,"Landhi, Karachi, Sindh",2,50 Sq. Yd.,For Sale,2,2 months ago,,,,Landhi
House,PKR90 Lakh,"Landhi, Karachi, Sindh",4,83 Sq. Yd.,For Sale,5,2 months ago,,,,Landhi
Flat,PKR30 Lakh,"Landhi, Karachi, Sindh",2,60 Sq. Yd.,For Sale,2,9 months ago,,,,Landhi
House,PKR80 Lakh,"Landhi, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 year ago,,,,Landhi
House,PKR80 Lakh,"Landhi, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 year ago,,,,Landhi
House,PKR80 Lakh,"Landhi, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 year ago,,,,Landhi
House,PKR80 Lakh,"Landhi, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,1 year ago,,,,Landhi
House,PKR60 Lakh,"Landhi, Karachi, Sindh",1,60 Sq. Yd.,For Sale,1,2 years ago,,,,Landhi
Flat,PKR85 Lakh,"Lyari Town, Karachi, Sindh",4,106 Sq. Yd.,For Sale,3,3 days ago,,,,Lyari Town
Flat,PKR49 Lakh,"Lyari Town, Karachi, Sindh",2,120 Sq. Yd.,For Sale,3,4 days ago,,,,Lyari Town
Flat,PKR33 Lakh,"Lyari Town, Karachi, Sindh",2,67 Sq. Yd.,For Sale,2,3 weeks ago,,,,Lyari Town
Flat,PKR47 Lakh,"Lyari Town, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,1 year ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
House,PKR35 Lakh,"Lyari Town, Karachi, Sindh",-,80 Sq. Yd.,For Sale,-,4 months ago,,,,Lyari Town
